MarkNo,CaptureNo,ScaleNo,ScaleNoMax,Period,AgeTotal,AgeRiver,AgeLake,Length,SmoltingStatus,MaturationStatus,SpawnStatus,Year,Sex,Origin,HatchYear,AgeAtSmolting,LengthAtSmolting,AgeAtMaturation,LengthAtMaturation,SpawnCount,CaptureYear
NA 4364,1,1,1,River,2,2,0,165,0,0,0,1993,male,wild,1991,4,245,7,680,1,1998
NA 4364,1,1,1,River,3,3,0,210,0,0,0,1994,male,wild,1991,4,245,7,680,1,1998
NA 4364,1,1,1,River,4,4,0,245,1,0,0,1995,male,wild,1991,4,245,7,680,1,1998
NA 4364,1,1,1,Lake,5,4,1,355,1,0,0,1996,male,wild,1991,4,245,7,680,1,1998
NA 4364,1,1,1,Lake,6,4,2,500,1,0,0,1997,male,wild,1991,4,245,7,680,1,1998
NA 4364,1,1,1,Lake,7,4,3,680,1,1,1,1998,male,wild,1991,4,245,7,680,1,1998
NA 4365,1,1,1,Lake,NA,NA,1,280,1,0,0,1993,female,stocked,NA,NA,200,NA,615,2,1998
NA 4365,1,1,1,Lake,NA,NA,2,385,1,0,0,1994,female,stocked,NA,NA,200,NA,615,2,1998
NA 4365,1,1,1,Lake,NA,NA,3,485,1,0,0,1995,female,stocked,NA,NA,200,NA,615,2,1998
NA 4365,1,1,1,Lake,NA,NA,4,615,1,1,1,1996,female,stocked,NA,NA,200,NA,615,2,1998
NA 4365,1,1,1,Lake,NA,NA,5,625,1,1,0,1997,female,stocked,NA,NA,200,NA,615,2,1998
NA 4365,1,1,1,Lake,NA,NA,6,740,1,1,1,1998,female,stocked,NA,NA,200,NA,615,2,1998
NA 4366,1,1,1,Lake,NA,NA,1,335,1,0,0,1995,male,stocked,NA,NA,185,NA,720,1,1998
NA 4366,1,1,1,Lake,NA,NA,2,445,1,0,0,1996,male,stocked,NA,NA,185,NA,720,1,1998
NA 4366,1,1,1,Lake,NA,NA,3,575,1,0,0,1997,male,stocked,NA,NA,185,NA,720,1,1998
NA 4366,1,1,1,Lake,NA,NA,4,720,1,1,1,1998,male,stocked,NA,NA,185,NA,720,1,1998
NA 4367,1,1,1,Lake,NA,NA,1,355,1,0,0,1996,male,stocked,NA,NA,235,NA,640,1,1998
NA 4367,1,1,1,Lake,NA,NA,2,485,1,0,0,1997,male,stocked,NA,NA,235,NA,640,1,1998
NA 4367,1,1,1,Lake,NA,NA,3,640,1,1,1,1998,male,stocked,NA,NA,235,NA,640,1,1998
NA 4368,1,1,1,River,1,1,0,80,0,0,0,1990,female,wild,1989,4,270,7,675,2,1998
NA 4368,1,1,1,River,2,2,0,165,0,0,0,1991,female,wild,1989,4,270,7,675,2,1998
NA 4368,1,1,1,River,3,3,0,215,0,0,0,1992,female,wild,1989,4,270,7,675,2,1998
NA 4368,1,1,1,River,4,4,0,270,1,0,0,1993,female,wild,1989,4,270,7,675,2,1998
NA 4368,1,1,1,Lake,5,4,1,460,1,0,0,1994,female,wild,1989,4,270,7,675,2,1998
NA 4368,1,1,1,Lake,6,4,2,600,1,0,0,1995,female,wild,1989,4,270,7,675,2,1998
NA 4368,1,1,1,Lake,7,4,3,675,1,1,1,1996,female,wild,1989,4,270,7,675,2,1998
NA 4368,1,1,1,Lake,8,4,4,685,1,1,0,1997,female,wild,1989,4,270,7,675,2,1998
NA 4368,1,1,1,Lake,9,4,5,760,1,1,1,1998,female,wild,1989,4,270,7,675,2,1998
NA 4369,1,1,1,Lake,NA,NA,1,345,1,0,0,1996,female,stocked,NA,NA,215,NA,620,1,1998
NA 4369,1,1,1,Lake,NA,NA,2,485,1,0,0,1997,female,stocked,NA,NA,215,NA,620,1,1998
NA 4369,1,1,1,Lake,NA,NA,3,620,1,1,1,1998,female,stocked,NA,NA,215,NA,620,1,1998
NA 4370,1,1,1,Lake,NA,NA,1,285,1,0,0,1993,male,stocked,NA,NA,180,NA,670,2,1998
NA 4370,1,1,1,Lake,NA,NA,2,435,1,0,0,1994,male,stocked,NA,NA,180,NA,670,2,1998
NA 4370,1,1,1,Lake,NA,NA,3,565,1,0,0,1995,male,stocked,NA,NA,180,NA,670,2,1998
NA 4370,1,1,1,Lake,NA,NA,4,670,1,1,1,1996,male,stocked,NA,NA,180,NA,670,2,1998
NA 4370,1,1,1,Lake,NA,NA,5,680,1,1,0,1997,male,stocked,NA,NA,180,NA,670,2,1998
NA 4370,1,1,1,Lake,NA,NA,6,770,1,1,1,1998,male,stocked,NA,NA,180,NA,670,2,1998
NA 4371,1,1,1,Lake,NA,NA,1,255,1,0,0,1996,male,stocked,NA,NA,175,NA,550,1,1998
NA 4371,1,1,1,Lake,NA,NA,2,405,1,0,0,1997,male,stocked,NA,NA,175,NA,550,1,1998
NA 4371,1,1,1,Lake,NA,NA,3,550,1,1,1,1998,male,stocked,NA,NA,175,NA,550,1,1998
NA 4372,1,1,1,Lake,NA,NA,1,390,1,0,0,1994,female,stocked,NA,NA,225,NA,610,2,1998
NA 4372,1,1,1,Lake,NA,NA,2,485,1,0,0,1995,female,stocked,NA,NA,225,NA,610,2,1998
NA 4372,1,1,1,Lake,NA,NA,3,610,1,1,1,1996,female,stocked,NA,NA,225,NA,610,2,1998
NA 4372,1,1,1,Lake,NA,NA,4,620,1,1,0,1997,female,stocked,NA,NA,225,NA,610,2,1998
NA 4372,1,1,1,Lake,NA,NA,5,780,1,1,1,1998,female,stocked,NA,NA,225,NA,610,2,1998
NA 4373,1,1,1,Lake,NA,NA,1,320,1,0,0,1994,female,stocked,NA,NA,240,NA,600,2,1998
NA 4373,1,1,1,Lake,NA,NA,2,480,1,0,0,1995,female,stocked,NA,NA,240,NA,600,2,1998
NA 4373,1,1,1,Lake,NA,NA,3,600,1,1,1,1996,female,stocked,NA,NA,240,NA,600,2,1998
NA 4373,1,1,1,Lake,NA,NA,4,610,1,1,0,1997,female,stocked,NA,NA,240,NA,600,2,1998
NA 4373,1,1,1,Lake,NA,NA,5,700,1,1,1,1998,female,stocked,NA,NA,240,NA,600,2,1998
NA 4374,1,1,1,Lake,NA,NA,1,350,1,0,0,1994,male,stocked,NA,NA,225,NA,545,2,1998
NA 4374,1,1,1,Lake,NA,NA,2,450,1,0,0,1995,male,stocked,NA,NA,225,NA,545,2,1998
NA 4374,1,1,1,Lake,NA,NA,3,545,1,1,1,1996,male,stocked,NA,NA,225,NA,545,2,1998
NA 4374,1,1,1,Lake,NA,NA,4,555,1,1,0,1997,male,stocked,NA,NA,225,NA,545,2,1998
NA 4374,1,1,1,Lake,NA,NA,5,670,1,1,1,1998,male,stocked,NA,NA,225,NA,545,2,1998
NA 4375,1,1,1,River,1,1,0,60,0,0,0,1992,female,wild,1991,4,255,7,605,1,1998
NA 4375,1,1,1,River,2,2,0,155,0,0,0,1993,female,wild,1991,4,255,7,605,1,1998
NA 4375,1,1,1,River,3,3,0,205,0,0,0,1994,female,wild,1991,4,255,7,605,1,1998
NA 4375,1,1,1,River,4,4,0,255,1,0,0,1995,female,wild,1991,4,255,7,605,1,1998
NA 4375,1,1,1,Lake,5,4,1,365,1,0,0,1996,female,wild,1991,4,255,7,605,1,1998
NA 4375,1,1,1,Lake,6,4,2,495,1,0,0,1997,female,wild,1991,4,255,7,605,1,1998
NA 4375,1,1,1,Lake,7,4,3,605,1,1,1,1998,female,wild,1991,4,255,7,605,1,1998
NA 4376,1,1,1,River,1,1,0,65,0,0,0,1993,male,wild,1992,4,245,6,490,1,1998
NA 4376,1,1,1,River,2,2,0,145,0,0,0,1994,male,wild,1992,4,245,6,490,1,1998
NA 4376,1,1,1,River,3,3,0,200,0,0,0,1995,male,wild,1992,4,245,6,490,1,1998
NA 4376,1,1,1,River,4,4,0,245,1,0,0,1996,male,wild,1992,4,245,6,490,1,1998
NA 4376,1,1,1,Lake,5,4,1,365,1,0,0,1997,male,wild,1992,4,245,6,490,1,1998
NA 4376,1,1,1,Lake,6,4,2,490,1,1,1,1998,male,wild,1992,4,245,6,490,1,1998
NA 4377,1,1,1,River,1,1,0,60,0,0,0,1993,male,wild,1992,3,185,6,520,1,1998
NA 4377,1,1,1,River,2,2,0,125,0,0,0,1994,male,wild,1992,3,185,6,520,1,1998
NA 4377,1,1,1,River,3,3,0,185,1,0,0,1995,male,wild,1992,3,185,6,520,1,1998
NA 4377,1,1,1,Lake,4,3,1,290,1,0,0,1996,male,wild,1992,3,185,6,520,1,1998
NA 4377,1,1,1,Lake,5,3,2,410,1,0,0,1997,male,wild,1992,3,185,6,520,1,1998
NA 4377,1,1,1,Lake,6,3,3,520,1,1,1,1998,male,wild,1992,3,185,6,520,1,1998
NA 4378,1,1,1,Lake,NA,NA,1,385,1,0,0,1997,male,stocked,NA,NA,225,NA,570,1,1998
NA 4378,1,1,1,Lake,NA,NA,2,570,1,1,1,1998,male,stocked,NA,NA,225,NA,570,1,1998
NA 4379,1,1,1,Lake,NA,NA,1,345,1,0,0,1997,male,wild,NA,NA,245,NA,470,1,1998
NA 4379,1,1,1,Lake,NA,NA,2,470,1,1,1,1998,male,wild,NA,NA,245,NA,470,1,1998
NA 4380,1,1,1,Lake,NA,NA,1,385,1,0,0,1996,female,stocked,NA,NA,275,NA,655,1,1998
NA 4380,1,1,1,Lake,NA,NA,2,515,1,0,0,1997,female,stocked,NA,NA,275,NA,655,1,1998
NA 4380,1,1,1,Lake,NA,NA,3,655,1,1,1,1998,female,stocked,NA,NA,275,NA,655,1,1998
NA 4381,1,1,1,River,1,1,0,70,0,0,0,1993,male,wild,1992,4,205,6,380,1,1998
NA 4381,1,1,1,River,2,2,0,125,0,0,0,1994,male,wild,1992,4,205,6,380,1,1998
NA 4381,1,1,1,River,3,3,0,165,0,0,0,1995,male,wild,1992,4,205,6,380,1,1998
NA 4381,1,1,1,River,4,4,0,205,1,0,0,1996,male,wild,1992,4,205,6,380,1,1998
NA 4381,1,1,1,Lake,5,4,1,355,1,0,0,1997,male,wild,1992,4,205,6,380,1,1998
NA 4381,1,1,1,Lake,6,4,2,380,1,1,1,1998,male,wild,1992,4,205,6,380,1,1998
NA 4382,1,1,1,River,1,1,0,60,0,0,0,1991,female,wild,1990,4,240,6,445,2,1998
NA 4382,1,1,1,River,2,2,0,140,0,0,0,1992,female,wild,1990,4,240,6,445,2,1998
NA 4382,1,1,1,River,3,3,0,190,0,0,0,1993,female,wild,1990,4,240,6,445,2,1998
NA 4382,1,1,1,River,4,4,0,240,1,0,0,1994,female,wild,1990,4,240,6,445,2,1998
NA 4382,1,1,1,Lake,5,4,1,330,1,0,0,1995,female,wild,1990,4,240,6,445,2,1998
NA 4382,1,1,1,Lake,6,4,2,445,1,1,1,1996,female,wild,1990,4,240,6,445,2,1998
NA 4382,1,1,1,Lake,7,4,3,510,1,1,0,1997,female,wild,1990,4,240,6,445,2,1998
NA 4382,1,1,1,Lake,8,4,4,640,1,1,1,1998,female,wild,1990,4,240,6,445,2,1998
NA 4383,1,1,1,Lake,NA,NA,1,315,1,0,0,1995,female,stocked,NA,NA,215,NA,680,1,1998
NA 4383,1,1,1,Lake,NA,NA,2,420,1,0,0,1996,female,stocked,NA,NA,215,NA,680,1,1998
NA 4383,1,1,1,Lake,NA,NA,3,560,1,0,0,1997,female,stocked,NA,NA,215,NA,680,1,1998
NA 4383,1,1,1,Lake,NA,NA,4,680,1,1,1,1998,female,stocked,NA,NA,215,NA,680,1,1998
NA 4384,1,1,1,River,1,1,0,75,0,0,0,1993,female,wild,1992,4,255,6,515,1,1998
NA 4384,1,1,1,River,2,2,0,155,0,0,0,1994,female,wild,1992,4,255,6,515,1,1998
NA 4384,1,1,1,River,3,3,0,200,0,0,0,1995,female,wild,1992,4,255,6,515,1,1998
NA 4384,1,1,1,River,4,4,0,255,1,0,0,1996,female,wild,1992,4,255,6,515,1,1998
NA 4384,1,1,1,Lake,5,4,1,380,1,0,0,1997,female,wild,1992,4,255,6,515,1,1998
NA 4384,1,1,1,Lake,6,4,2,515,1,1,1,1998,female,wild,1992,4,255,6,515,1,1998
NA 4385,1,1,1,River,1,1,0,65,0,0,0,1993,male,wild,1992,4,255,6,520,1,1998
NA 4385,1,1,1,River,2,2,0,140,0,0,0,1994,male,wild,1992,4,255,6,520,1,1998
NA 4385,1,1,1,River,3,3,0,205,0,0,0,1995,male,wild,1992,4,255,6,520,1,1998
NA 4385,1,1,1,River,4,4,0,255,1,0,0,1996,male,wild,1992,4,255,6,520,1,1998
NA 4385,1,1,1,Lake,5,4,1,415,1,0,0,1997,male,wild,1992,4,255,6,520,1,1998
NA 4385,1,1,1,Lake,6,4,2,520,1,1,1,1998,male,wild,1992,4,255,6,520,1,1998
NA 4386,1,1,1,Lake,NA,NA,1,270,1,0,0,1995,female,stocked,NA,NA,210,NA,660,1,1998
NA 4386,1,1,1,Lake,NA,NA,2,375,1,0,0,1996,female,stocked,NA,NA,210,NA,660,1,1998
NA 4386,1,1,1,Lake,NA,NA,3,515,1,0,0,1997,female,stocked,NA,NA,210,NA,660,1,1998
NA 4386,1,1,1,Lake,NA,NA,4,660,1,1,1,1998,female,stocked,NA,NA,210,NA,660,1,1998
NA 4387,1,1,1,Lake,NA,NA,1,255,1,0,0,1995,female,stocked,NA,NA,150,NA,610,1,1998
NA 4387,1,1,1,Lake,NA,NA,2,360,1,0,0,1996,female,stocked,NA,NA,150,NA,610,1,1998
NA 4387,1,1,1,Lake,NA,NA,3,470,1,0,0,1997,female,stocked,NA,NA,150,NA,610,1,1998
NA 4387,1,1,1,Lake,NA,NA,4,610,1,1,1,1998,female,stocked,NA,NA,150,NA,610,1,1998
NA 4388,1,1,1,Lake,NA,NA,1,355,1,0,0,1996,male,stocked,NA,NA,235,NA,600,1,1998
NA 4388,1,1,1,Lake,NA,NA,2,485,1,0,0,1997,male,stocked,NA,NA,235,NA,600,1,1998
NA 4388,1,1,1,Lake,NA,NA,3,600,1,1,1,1998,male,stocked,NA,NA,235,NA,600,1,1998
NA 4389,1,1,1,Lake,NA,NA,1,345,1,0,0,1996,female,stocked,NA,NA,190,NA,635,1,1998
NA 4389,1,1,1,Lake,NA,NA,2,495,1,0,0,1997,female,stocked,NA,NA,190,NA,635,1,1998
NA 4389,1,1,1,Lake,NA,NA,3,635,1,1,1,1998,female,stocked,NA,NA,190,NA,635,1,1998
NA 4390,1,1,1,Lake,NA,NA,1,360,1,0,0,1994,female,stocked,NA,NA,195,NA,640,2,1998
NA 4390,1,1,1,Lake,NA,NA,2,515,1,0,0,1995,female,stocked,NA,NA,195,NA,640,2,1998
NA 4390,1,1,1,Lake,NA,NA,3,640,1,1,1,1996,female,stocked,NA,NA,195,NA,640,2,1998
NA 4390,1,1,1,Lake,NA,NA,4,650,1,1,0,1997,female,stocked,NA,NA,195,NA,640,2,1998
NA 4390,1,1,1,Lake,NA,NA,5,770,1,1,1,1998,female,stocked,NA,NA,195,NA,640,2,1998
NA 4391,1,1,1,Lake,NA,NA,1,365,1,0,0,1992,male,stocked,NA,NA,220,NA,650,3,1998
NA 4391,1,1,1,Lake,NA,NA,2,535,1,0,0,1993,male,stocked,NA,NA,220,NA,650,3,1998
NA 4391,1,1,1,Lake,NA,NA,3,650,1,1,1,1994,male,stocked,NA,NA,220,NA,650,3,1998
NA 4391,1,1,1,Lake,NA,NA,4,660,1,1,0,1995,male,stocked,NA,NA,220,NA,650,3,1998
NA 4391,1,1,1,Lake,NA,NA,5,755,1,1,1,1996,male,stocked,NA,NA,220,NA,650,3,1998
NA 4391,1,1,1,Lake,NA,NA,6,765,1,1,0,1997,male,stocked,NA,NA,220,NA,650,3,1998
NA 4391,1,1,1,Lake,NA,NA,7,840,1,1,1,1998,male,stocked,NA,NA,220,NA,650,3,1998
NA 4392,1,1,1,Lake,NA,NA,1,435,1,0,0,1997,male,wild,NA,NA,245,NA,570,1,1998
NA 4392,1,1,1,Lake,NA,NA,2,570,1,1,1,1998,male,wild,NA,NA,245,NA,570,1,1998
NA 4393,1,1,1,Lake,NA,NA,1,440,1,0,0,1997,male,stocked,NA,NA,260,NA,590,1,1998
NA 4393,1,1,1,Lake,NA,NA,2,590,1,1,1,1998,male,stocked,NA,NA,260,NA,590,1,1998
NA 4394,1,1,1,Lake,NA,NA,1,285,1,0,0,1995,female,stocked,NA,NA,195,NA,640,1,1998
NA 4394,1,1,1,Lake,NA,NA,2,390,1,0,0,1996,female,stocked,NA,NA,195,NA,640,1,1998
NA 4394,1,1,1,Lake,NA,NA,3,510,1,0,0,1997,female,stocked,NA,NA,195,NA,640,1,1998
NA 4394,1,1,1,Lake,NA,NA,4,640,1,1,1,1998,female,stocked,NA,NA,195,NA,640,1,1998
NA 4395,1,1,1,River,1,1,0,75,0,0,0,1993,female,wild,1992,4,260,6,550,1,1998
NA 4395,1,1,1,River,2,2,0,155,0,0,0,1994,female,wild,1992,4,260,6,550,1,1998
NA 4395,1,1,1,River,3,3,0,205,0,0,0,1995,female,wild,1992,4,260,6,550,1,1998
NA 4395,1,1,1,River,4,4,0,260,1,0,0,1996,female,wild,1992,4,260,6,550,1,1998
NA 4395,1,1,1,Lake,5,4,1,415,1,0,0,1997,female,wild,1992,4,260,6,550,1,1998
NA 4395,1,1,1,Lake,6,4,2,550,1,1,1,1998,female,wild,1992,4,260,6,550,1,1998
NA 4396,1,1,1,River,1,1,0,70,0,0,0,1992,male,wild,1991,5,280,7,515,1,1998
NA 4396,1,1,1,River,2,2,0,145,0,0,0,1993,male,wild,1991,5,280,7,515,1,1998
NA 4396,1,1,1,River,3,3,0,190,0,0,0,1994,male,wild,1991,5,280,7,515,1,1998
NA 4396,1,1,1,River,4,4,0,240,0,0,0,1995,male,wild,1991,5,280,7,515,1,1998
NA 4396,1,1,1,River,5,5,0,280,1,0,0,1996,male,wild,1991,5,280,7,515,1,1998
NA 4396,1,1,1,Lake,6,5,1,390,1,0,0,1997,male,wild,1991,5,280,7,515,1,1998
NA 4396,1,1,1,Lake,7,5,2,515,1,1,1,1998,male,wild,1991,5,280,7,515,1,1998
NA 4397,1,1,1,River,1,1,0,90,0,0,0,1991,female,wild,1990,3,240,6,590,2,1998
NA 4397,1,1,1,River,2,2,0,180,0,0,0,1992,female,wild,1990,3,240,6,590,2,1998
NA 4397,1,1,1,River,3,3,0,240,1,0,0,1993,female,wild,1990,3,240,6,590,2,1998
NA 4397,1,1,1,Lake,4,3,1,345,1,0,0,1994,female,wild,1990,3,240,6,590,2,1998
NA 4397,1,1,1,Lake,5,3,2,445,1,0,0,1995,female,wild,1990,3,240,6,590,2,1998
NA 4397,1,1,1,Lake,6,3,3,590,1,1,1,1996,female,wild,1990,3,240,6,590,2,1998
NA 4397,1,1,1,Lake,7,3,4,600,1,1,0,1997,female,wild,1990,3,240,6,590,2,1998
NA 4397,1,1,1,Lake,8,3,5,750,1,1,1,1998,female,wild,1990,3,240,6,590,2,1998
NA 4398,1,1,1,River,1,1,0,80,0,0,0,1992,female,wild,1991,4,260,7,610,1,1998
NA 4398,1,1,1,River,2,2,0,165,0,0,0,1993,female,wild,1991,4,260,7,610,1,1998
NA 4398,1,1,1,River,3,3,0,215,0,0,0,1994,female,wild,1991,4,260,7,610,1,1998
NA 4398,1,1,1,River,4,4,0,260,1,0,0,1995,female,wild,1991,4,260,7,610,1,1998
NA 4398,1,1,1,Lake,5,4,1,355,1,0,0,1996,female,wild,1991,4,260,7,610,1,1998
NA 4398,1,1,1,Lake,6,4,2,475,1,0,0,1997,female,wild,1991,4,260,7,610,1,1998
NA 4398,1,1,1,Lake,7,4,3,610,1,1,1,1998,female,wild,1991,4,260,7,610,1,1998
NA 4399,1,1,1,Lake,NA,NA,1,400,1,0,0,1996,male,stocked,NA,NA,290,NA,605,1,1998
NA 4399,1,1,1,Lake,NA,NA,2,500,1,0,0,1997,male,stocked,NA,NA,290,NA,605,1,1998
NA 4399,1,1,1,Lake,NA,NA,3,605,1,1,1,1998,male,stocked,NA,NA,290,NA,605,1,1998
NA 4400,1,1,1,River,1,1,0,65,0,0,0,1992,female,wild,1991,4,240,7,620,1,1998
NA 4400,1,1,1,River,2,2,0,145,0,0,0,1993,female,wild,1991,4,240,7,620,1,1998
NA 4400,1,1,1,River,3,3,0,195,0,0,0,1994,female,wild,1991,4,240,7,620,1,1998
NA 4400,1,1,1,River,4,4,0,240,1,0,0,1995,female,wild,1991,4,240,7,620,1,1998
NA 4400,1,1,1,Lake,5,4,1,370,1,0,0,1996,female,wild,1991,4,240,7,620,1,1998
NA 4400,1,1,1,Lake,6,4,2,465,1,0,0,1997,female,wild,1991,4,240,7,620,1,1998
NA 4400,1,1,1,Lake,7,4,3,620,1,1,1,1998,female,wild,1991,4,240,7,620,1,1998
NA 4401,1,1,1,River,1,1,0,75,0,0,0,1992,female,wild,1991,4,255,7,635,1,1998
NA 4401,1,1,1,River,2,2,0,145,0,0,0,1993,female,wild,1991,4,255,7,635,1,1998
NA 4401,1,1,1,River,3,3,0,220,0,0,0,1994,female,wild,1991,4,255,7,635,1,1998
NA 4401,1,1,1,River,4,4,0,255,1,0,0,1995,female,wild,1991,4,255,7,635,1,1998
NA 4401,1,1,1,Lake,5,4,1,400,1,0,0,1996,female,wild,1991,4,255,7,635,1,1998
NA 4401,1,1,1,Lake,6,4,2,515,1,0,0,1997,female,wild,1991,4,255,7,635,1,1998
NA 4401,1,1,1,Lake,7,4,3,635,1,1,1,1998,female,wild,1991,4,255,7,635,1,1998
NA 4402,1,1,1,River,1,1,0,80,0,0,0,1991,male,wild,1990,4,275,6,475,2,1998
NA 4402,1,1,1,River,2,2,0,160,0,0,0,1992,male,wild,1990,4,275,6,475,2,1998
NA 4402,1,1,1,River,3,3,0,235,0,0,0,1993,male,wild,1990,4,275,6,475,2,1998
NA 4402,1,1,1,River,4,4,0,275,1,0,0,1994,male,wild,1990,4,275,6,475,2,1998
NA 4402,1,1,1,Lake,5,4,1,395,1,0,0,1995,male,wild,1990,4,275,6,475,2,1998
NA 4402,1,1,1,Lake,6,4,2,475,1,1,1,1996,male,wild,1990,4,275,6,475,2,1998
NA 4402,1,1,1,Lake,7,4,3,485,1,1,0,1997,male,wild,1990,4,275,6,475,2,1998
NA 4402,1,1,1,Lake,8,4,4,560,1,1,1,1998,male,wild,1990,4,275,6,475,2,1998
NA 4403,1,1,1,Lake,NA,NA,1,345,1,0,0,1996,female,stocked,NA,NA,200,NA,610,1,1998
NA 4403,1,1,1,Lake,NA,NA,2,475,1,0,0,1997,female,stocked,NA,NA,200,NA,610,1,1998
NA 4403,1,1,1,Lake,NA,NA,3,610,1,1,1,1998,female,stocked,NA,NA,200,NA,610,1,1998
NA 4404,1,1,1,River,1,1,0,60,0,0,0,1993,male,wild,1992,4,255,6,525,1,1998
NA 4404,1,1,1,River,2,2,0,130,0,0,0,1994,male,wild,1992,4,255,6,525,1,1998
NA 4404,1,1,1,River,3,3,0,185,0,0,0,1995,male,wild,1992,4,255,6,525,1,1998
NA 4404,1,1,1,River,4,4,0,255,1,0,0,1996,male,wild,1992,4,255,6,525,1,1998
NA 4404,1,1,1,Lake,5,4,1,380,1,0,0,1997,male,wild,1992,4,255,6,525,1,1998
NA 4404,1,1,1,Lake,6,4,2,525,1,1,1,1998,male,wild,1992,4,255,6,525,1,1998
NA 4405,1,1,1,Lake,NA,NA,1,375,1,0,0,1996,female,stocked,NA,NA,250,NA,640,1,1998
NA 4405,1,1,1,Lake,NA,NA,2,515,1,0,0,1997,female,stocked,NA,NA,250,NA,640,1,1998
NA 4405,1,1,1,Lake,NA,NA,3,640,1,1,1,1998,female,stocked,NA,NA,250,NA,640,1,1998
NA 4406,1,1,1,River,1,1,0,70,0,0,0,1992,female,wild,1991,4,255,7,610,1,1998
NA 4406,1,1,1,River,2,2,0,145,0,0,0,1993,female,wild,1991,4,255,7,610,1,1998
NA 4406,1,1,1,River,3,3,0,205,0,0,0,1994,female,wild,1991,4,255,7,610,1,1998
NA 4406,1,1,1,River,4,4,0,255,1,0,0,1995,female,wild,1991,4,255,7,610,1,1998
NA 4406,1,1,1,Lake,5,4,1,375,1,0,0,1996,female,wild,1991,4,255,7,610,1,1998
NA 4406,1,1,1,Lake,6,4,2,505,1,0,0,1997,female,wild,1991,4,255,7,610,1,1998
NA 4406,1,1,1,Lake,7,4,3,610,1,1,1,1998,female,wild,1991,4,255,7,610,1,1998
NA 4407,1,1,1,Lake,NA,NA,1,345,1,0,0,1994,female,stocked,NA,NA,220,NA,595,2,1998
NA 4407,1,1,1,Lake,NA,NA,2,475,1,0,0,1995,female,stocked,NA,NA,220,NA,595,2,1998
NA 4407,1,1,1,Lake,NA,NA,3,595,1,1,1,1996,female,stocked,NA,NA,220,NA,595,2,1998
NA 4407,1,1,1,Lake,NA,NA,4,605,1,1,0,1997,female,stocked,NA,NA,220,NA,595,2,1998
NA 4407,1,1,1,Lake,NA,NA,5,700,1,1,1,1998,female,stocked,NA,NA,220,NA,595,2,1998
NA 4408,1,1,1,Lake,NA,NA,1,335,1,0,0,1995,male,stocked,NA,NA,230,NA,460,2,1998
NA 4408,1,1,1,Lake,NA,NA,2,460,1,1,1,1996,male,stocked,NA,NA,230,NA,460,2,1998
NA 4408,1,1,1,Lake,NA,NA,3,475,1,1,0,1997,male,stocked,NA,NA,230,NA,460,2,1998
NA 4408,1,1,1,Lake,NA,NA,4,630,1,1,1,1998,male,stocked,NA,NA,230,NA,460,2,1998
NA 4409,1,1,1,Lake,NA,NA,1,395,1,0,0,1996,male,stocked,NA,NA,250,NA,690,1,1998
NA 4409,1,1,1,Lake,NA,NA,2,555,1,0,0,1997,male,stocked,NA,NA,250,NA,690,1,1998
NA 4409,1,1,1,Lake,NA,NA,3,690,1,1,1,1998,male,stocked,NA,NA,250,NA,690,1,1998
NA 4410,1,1,1,River,1,1,0,60,0,0,0,1989,male,wild,1988,4,210,8,600,2,1998
NA 4410,1,1,1,River,2,2,0,115,0,0,0,1990,male,wild,1988,4,210,8,600,2,1998
NA 4410,1,1,1,River,3,3,0,165,0,0,0,1991,male,wild,1988,4,210,8,600,2,1998
NA 4410,1,1,1,River,4,4,0,210,1,0,0,1992,male,wild,1988,4,210,8,600,2,1998
NA 4410,1,1,1,Lake,5,4,1,340,1,0,0,1993,male,wild,1988,4,210,8,600,2,1998
NA 4410,1,1,1,Lake,6,4,2,425,1,0,0,1994,male,wild,1988,4,210,8,600,2,1998
NA 4410,1,1,1,Lake,7,4,3,520,1,0,0,1995,male,wild,1988,4,210,8,600,2,1998
NA 4410,1,1,1,Lake,8,4,4,600,1,1,1,1996,male,wild,1988,4,210,8,600,2,1998
NA 4410,1,1,1,Lake,9,4,5,610,1,1,0,1997,male,wild,1988,4,210,8,600,2,1998
NA 4410,1,1,1,Lake,10,4,6,730,1,1,1,1998,male,wild,1988,4,210,8,600,2,1998
NA 4411,1,1,1,Lake,NA,NA,1,380,1,0,0,1997,male,stocked,NA,NA,250,NA,470,1,1998
NA 4411,1,1,1,Lake,NA,NA,2,470,1,1,1,1998,male,stocked,NA,NA,250,NA,470,1,1998
NA 4412,1,1,1,Lake,NA,NA,1,265,1,0,0,1994,male,stocked,NA,NA,165,NA,575,2,1998
NA 4412,1,1,1,Lake,NA,NA,2,420,1,0,0,1995,male,stocked,NA,NA,165,NA,575,2,1998
NA 4412,1,1,1,Lake,NA,NA,3,575,1,1,1,1996,male,stocked,NA,NA,165,NA,575,2,1998
NA 4412,1,1,1,Lake,NA,NA,4,585,1,1,0,1997,male,stocked,NA,NA,165,NA,575,2,1998
NA 4412,1,1,1,Lake,NA,NA,5,740,1,1,1,1998,male,stocked,NA,NA,165,NA,575,2,1998
NA 4413,1,1,1,Lake,NA,NA,1,365,1,0,0,1997,male,wild,NA,NA,205,NA,525,1,1998
NA 4413,1,1,1,Lake,NA,NA,2,525,1,1,1,1998,male,wild,NA,NA,205,NA,525,1,1998
